name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags
数据项,Data Item,data_item,data_item,108,198,auto-add_display_data_channel|auto-caption|auto-category|auto-clone|auto-close|auto-collection_dimension_count|auto-combine_display_title|auto-combine_placeholder_title|auto-combine_source_titles|auto-computation_title_changed|auto-create_proxy|auto-created|auto-created_local|auto-created_local_as_string|auto-data|auto-data_and_metadata|auto-data_descriptor|auto-data_dtype|auto-data_item_changes|auto-data_metadata|auto-data_modified|auto-data_ref|auto-data_shape|auto-data_source_changes|auto-data_updated|auto-date_for_sorting|auto-date_for_sorting_local|auto-date_for_sorting_local_as_string|auto-datum_dimension_count|auto-datum_dimension_shape|auto-decrement_data_ref_count|auto-delete_metadata_value|auto-description|auto-dimensional_calibrations|auto-dimensional_shape|auto-display_data_channels|auto-dynamic_title|auto-dynamic_title_enabled|auto-finalize|auto-get_data_value|auto-get_metadata_value|auto-has_data|auto-has_metadata_value|auto-humanbytes|auto-in_transaction_state|auto-increment_data_ref_count|auto-intensity_calibration|auto-is_collection|auto-is_data_1d|auto-is_data_2d|auto-is_data_3d|auto-is_data_4d|auto-is_data_bool|auto-is_data_complex_type|auto-is_data_loaded|auto-is_data_rgb|auto-is_data_rgb_type|auto-is_data_rgba|auto-is_data_scalar_type|auto-is_datum_1d|auto-is_datum_2d|auto-is_live|auto-is_sequence|auto-is_unloadable|auto-item_specifier|auto-metadata|auto-notify_property_changed|auto-persistent_object_context_changed|auto-placeholder_title_stream|auto-project|auto-properties|auto-queue_partial_update|auto-read_from_dict|auto-remove_display_data_channel|auto-reserve_data|auto-session|auto-session_data|auto-session_id|auto-session_metadata|auto-set_data|auto-set_data_and_metadata|auto-set_data_and_metadata_partial|auto-set_dimensional_calibration|auto-set_dimensional_calibrations|auto-set_dynamic_title_by_id|auto-set_intensity_calibration|auto-set_metadata_value|auto-set_pending_xdata|auto-set_session_manager|auto-set_xdata|auto-size_and_data_format_as_string|auto-snapshot|auto-source|auto-source_data_items_changed|auto-source_file_path|auto-source_specifier|auto-storage_space_string|auto-storage_string|auto-timezone|auto-timezone_offset|auto-title|auto-title_stream|auto-update_dynamic_title|auto-update_session|auto-update_to_pending_xdata|auto-write_data_if_not_delayed|auto-write_to_dict|auto-xdata,用于科学成像与实验数据管理的软件数据对象，表示一个实验数据集及其标题、说明、会话信息、元数据、校准信息和显示关联，适用于显微成像等实验数据的整理、查看与分析流程。,"A software data object for scientific imaging and laboratory data management. It represents an experimental dataset together with its title, notes, session information, metadata, calibrations, and display associations, for use in organizing, viewing, and analyzing lab data such as microscopy results.",实验数据集对象,后处理设备|实验数据管理与记录|显微成像与光学显微实验|光谱采集与检测|实验数据集对象
数据混合扩展,Data Mixer Extension,data_mixer,data_mixer,16,26,auto-connect_detectors|auto-connect_things|auto-create_computed_detectors|auto-ini_model|auto-plot_computed_results|auto-process_data|auto-quit_fun|auto-set_model|auto-setup_actions|auto-setup_docks|auto-setup_menu|auto-snap|auto-update_connect_detectors|auto-update_model_settings_from_action|auto-validate_config|auto-value_changed,这是一个用于实验测控流程的数据处理扩展，而非可明确识别的独立物理仪器。它用于汇集多个探测器的数据，按选定模型进行处理，生成计算结果或虚拟探测器信号，并用于实时快照、结果可视化和实验数据融合。,"This appears to be a data-processing extension rather than a clearly identifiable standalone physical instrument. It is used in laboratory measurement workflows to combine data from multiple detectors, process them with a selected model, generate computed or virtual detector signals, and support real-time snapshots, visualization, and data fusion.",实验数据融合处理器,表征设备|实验室自动化与仪器集成|智慧表征与检测中心|实验仪器数据采集与联机控制|多探测器数据融合与虚拟探测|实验数据融合处理器
显微图像数据源,Microscopy Image Data Source,data_source,data_source,13,27,auto-close|auto-data|auto-get_data|auto-get_shape_from_metadata|auto-mode|auto-nbytes|auto-read|auto-set_metadata|auto-set_metadata_from_configuration_experiment|auto-setup|auto-shape|auto-voxel_size|auto-write,用于在显微镜实验中保存、读取和组织多维图像数据及其元数据的数据源对象，可管理体素尺寸、XYCZT 维度、时间点、通道和 Z 层等信息，常用于实验成像数据的存储与访问。,"A data source used to store, read, and organize multidimensional microscopy image data and its metadata. It manages information such as voxel size, XYCZT dimensions, timepoints, channels, and z planes, and is commonly used for storing and accessing experimental imaging datasets.",多维显微图像数据源,后处理设备|实验数据管理与记录|显微成像与光学显微实验|实验成像与机器视觉|多维显微图像数据源
数字解调模块,Digital Demodulation Module,dd_mq,dd_mq,11,96,auto-add_additional_parameters|auto-add_parameter|auto-add_parameters|auto-ask|auto-connect_message|auto-get_idn|auto-get_time|auto-log|auto-prepare_DSB_weight_and_rotation|auto-prepare_SSB_weight_and_rotation|auto-set_time,这是一种面向量子测量实验的数字解调仪器，带有ADC通道，用于采集并数字解调读出信号。它可为单边带或双边带读出配置积分权重与旋转矩阵，并支持相关性、误差分数等测量相关设置，常用于超导量子比特读出与状态判别。,"This is a digital demodulation instrument for quantum measurement experiments, with ADC channels for acquiring and digitally demodulating readout signals. It can be configured with integration weights and rotation matrices for single-sideband or double-sideband readout, and supports measurement-related settings such as correlations and error fractions. It is commonly used for superconducting qubit readout and state discrimination.",数字解调仪,表征设备|低温与量子测量|量子比特脉冲控制与读出|数字解调仪
DDS信号源,DDS signal generator,dds_quantity,dds_quantity,38,74,auto-add_device|auto-add_instruction|auto-apply_calibration|auto-clock_limit|auto-constant|auto-customramp|auto-disable|auto-do_checks|auto-enable|auto-exp_ramp|auto-exp_ramp_t|auto-expand_timeseries|auto-generate_code|auto-get_all_outputs|auto-get_change_times|auto-get_ramp_times|auto-go_high|auto-go_low|auto-instruction_to_string|auto-make_timeseries|auto-offset_instructions_from_trigger|auto-piecewise_accel_ramp|auto-pulse|auto-ramp|auto-repeat_pulse_sequence|auto-setamp|auto-setfreq|auto-setphase|auto-sine|auto-sine4_ramp|auto-sine4_reverse_ramp|auto-sine_ramp|auto-square_wave|auto-square_wave_levels|auto-static_value|auto-trigger|auto-trigger_delay|auto-wait_delay,基于直接数字合成的可编程信号源，可按实验时序设置输出的频率、幅度和相位，并可通过数字门控实现开关和脉冲输出。常用于原子物理、量子光学和精密测量实验中的AOM/EOM驱动、本振提供和相干控制。,"A direct-digital-synthesis signal source with programmable frequency, amplitude, and phase, often with digital gating for on/off control and timed pulses. It is commonly used in atomic physics, quantum optics, and precision measurement experiments for AOM/EOM driving, local oscillator generation, and coherent control.",射频信号发生器,实验执行&合成设备|量子光学与光子测量|光学与光谱实验|激光激发与光谱测量|脉冲激励与时序控制|射频信号发生器
调试回显测试设备,Debug Echo Test Device,debug_echo_device,debug_echo_device,2,12,auto-doInitializeDevice|auto-doShutdownDevice,一种通用的调试/占位测试设备，用于实验室自动化系统中的通信联调、流程验证和日志检查。它不对应明确的专用实验仪器功能，更适合在设备接入前或开发阶段验证初始化、关闭和控制链路是否正常。,"A generic debug and placeholder test device used in laboratory automation for communication checks, workflow validation, and logging verification. It does not clearly correspond to a specific lab instrument function, and is mainly suited for validating initialization, shutdown, and control pathways during development or system integration.",调试回显设备,物流/机械|实验室自动化与仪器集成|实验仪器通信与驱动集成|调试回显设备
通用调试物理设备,Debug Physical Device,debug_physical_device,debug_physical_device,2,39,auto-doInitializeDevice|auto-doShutdownDevice,一种未指明型号的通用实验室物理设备占位对象，用于表示可被系统初始化和关闭的硬件设备。现有证据仅表明其适合测试实验设备的基本上电、连接和关机流程，无法确定具体仪器类型或测量功能。,"A generic placeholder for an unspecified laboratory physical device that can be initialized and shut down by the system. The available evidence only supports basic hardware lifecycle use such as power-up, connection, and shutdown testing; no specific instrument type or measurement function can be identified.",通用实验设备占位器,物流/机械|实验室自动化与仪器集成|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|通用实验设备占位器
调试端口,Debug Port,debug_port,debug_port,8,18,auto-bytesAvailable|auto-close|auto-flush|auto-open|auto-processInputBuffers|auto-readData|auto-writeData|auto-writeToOutputBuffer,用于开发和测试的虚拟调试通信端口，可模拟连接开启与关闭、缓冲区数据读写以及简单的回显处理，常用于验证实验室软件中的通信流程和数据收发逻辑。,"A virtual debug communication port used for development and testing. It simulates opening and closing a connection, buffered data read/write operations, and simple echo-style processing for validating laboratory communication workflows and data transfer logic.",调试通信端口,物流/机械|实验室自动化与仪器集成|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|调试通信端口
ISO-DEBYEFLEX 3003 X射线发生器,ISO-DEBYEFLEX 3003 X-ray generator,debyeflex3003,debyeflex3003,21,28,auto-activate_timer|auto-close_shutter|auto-deactivate_timer|auto-get_actual_current|auto-get_actual_time|auto-get_actual_voltage|auto-get_nominal_current|auto-get_nominal_time|auto-get_nominal_voltage|auto-get_status|auto-init|auto-lock_keyboard|auto-open_shutter|auto-read|auto-set_current|auto-set_high_voltage_off|auto-set_high_voltage_on|auto-set_timer|auto-set_voltage|auto-unlock_keyboard|auto-write,ISO-DEBYEFLEX 3003 是由 Rich. Seifert & Co. 相关系列使用的实验室 X 射线发生器/管系统，可设置管电流和高压、控制快门并进行定时曝光，常作为 X 射线衍射及材料表征实验的辐射源。,"The ISO-DEBYEFLEX 3003 is a laboratory X-ray generator/tube system associated with Rich. Seifert & Co. equipment, with controllable tube current, high voltage, shutter control, and timed exposure. It is commonly used as an X-ray source for diffraction and materials characterization experiments.",X射线发生器,表征设备|智慧表征与检测中心|物化表征测试中心|X射线衍射与材料表征|X射线发生器
DecaDAC多通道数模转换电压源,DecaDAC Multi-Channel DAC Voltage Source,decadac,decadac,10,38,auto-ask|auto-connect_message|auto-end_script|auto-get_idn|auto-ramp_all|auto-run_script|auto-set_all|auto-start_script|auto-trigger|auto-write,DecaDAC是一种多通道数模转换电压源，可输出可编程直流电压，并支持通道统一设定、斜坡扫描、触发和脚本序列控制。它常用于实验室中为器件提供偏置电压、进行参数扫描，以及执行需要多路稳定电压输出的自动化测量。,"The DecaDAC is a multi-channel digital-to-analog voltage source that provides programmable DC outputs and supports global channel setting, voltage ramping, triggering, and scripted sequences. It is commonly used in laboratories to bias devices, perform parameter sweeps, and automate measurements requiring multiple stable voltage outputs.",可编程直流电源,实验执行&合成设备|电子与电气测试|电源与电池测试|电子器件供电与台架测试|可编程直流电源
TCA6408A 八位 I²C GPIO 扩展器,TCA6408A 8-bit I2C GPIO Expander,decoder,decoder,12,20,auto-check_correct_chip|auto-decode|auto-flush|auto-handle_reg_0x00|auto-handle_reg_0x01|auto-handle_reg_0x02|auto-handle_reg_0x03|auto-handle_write_reg|auto-put_logic_states|auto-putx|auto-reset|auto-start,TCA6408A 是一款通过 I²C 接口提供 8 路可配置数字输入/输出的 GPIO 扩展芯片，常用于嵌入式原型、测试夹具和实验电路中扩展微控制器的数字引脚。它支持输入端口读取、输出端口控制、极性反转以及引脚方向配置。,"The TCA6408A is an 8-bit GPIO expander that adds configurable digital input/output lines over an I2C interface. It is commonly used in embedded prototypes, test fixtures, and lab electronics to expand the digital I/O of a microcontroller, with support for input reading, output control, polarity inversion, and pin direction configuration.",数据采集与控制接口,实验执行&合成设备|实验室自动化与仪器集成|电子与电气测试|实验仪器通信与驱动集成|实验室快速原型与工装制造|数据采集与控制接口
