device,registry_key,short_description,categories,tags,action_count,atom_actions,action_titles,function_count,info_txt
hamilton_heater_shaker_backend,hamilton_heater_shaker_backend,Hamilton Heater Shaker Backend 后端模块 恒温摇床 后端控制器是由Hamilton Company生产的专业实验设备。,恒温摇床,恒温摇床(device_template_tag),13,auto-deactivate|auto-get_current_temperature|auto-get_edge_temperature|auto-get_is_shaking|auto-lock_plate|auto-send_hhs_command|auto-serialize|auto-set_temperature|auto-shake|auto-stop_shaking|auto-supports_active_cooling|auto-supports_locking|auto-unlock_plate,deactivate|get_current_temperature|get_edge_temperature|get_is_shaking|lock_plate|send_hhs_command|serialize|set_temperature|shake|stop_shaking|supports_active_cooling|supports_locking|unlock_plate,29,Uni-Lab-OS/community_drivers/hamilton_heater_shaker_backend/info.txt
hamilton_heater_shaker_box,hamilton_heater_shaker_box,Hamilton Heater Shaker Box 加热振荡模块是由上海泽泉科技股份有限公司生产的专业实验设备。,恒温摇床,恒温摇床(device_template_tag),13,auto-deactivate|auto-get_current_temperature|auto-get_edge_temperature|auto-get_is_shaking|auto-lock_plate|auto-send_hhs_command|auto-serialize|auto-set_temperature|auto-shake|auto-stop_shaking|auto-supports_active_cooling|auto-supports_locking|auto-unlock_plate,deactivate|get_current_temperature|get_edge_temperature|get_is_shaking|lock_plate|send_hhs_command|serialize|set_temperature|shake|stop_shaking|supports_active_cooling|supports_locking|unlock_plate,28,Uni-Lab-OS/community_drivers/hamilton_heater_shaker_box/info.txt
hamilton_tcp_backend,hamilton_tcp_backend,Hamilton Tcp Backend 后端模块 后端控制器是由Hamilton Company生产的专业实验设备。,移液工作站,移液工作站(device_template_tag),9,auto-is_connected|auto-parse_error|auto-read|auto-read_exact|auto-send_command|auto-serialize|auto-setup|auto-stop|auto-write,is_connected|parse_error|read|read_exact|send_command|serialize|setup|stop|write,18,Uni-Lab-OS/community_drivers/hamilton_tcp_backend/info.txt
hamilton_tilt_module_backend,hamilton_tilt_module_backend,Hamilton Tilt Module Backend 后端模块 后端控制器是由Hamilton Company生产的专业实验设备。,移液工作站,移液工作站(device_template_tag),23,auto-send_command|auto-set_angle|auto-setup|auto-stop|auto-tilt_go_to_position|auto-tilt_initial_offset|auto-tilt_initialize|auto-tilt_move_to_absolute_step_position|auto-tilt_move_to_relative_step_position|auto-tilt_port_clear_open_collector|auto-tilt_port_set_open_collector|auto-tilt_power_off|auto-tilt_request_error|auto-tilt_request_offset_between_light_barrier_and_init_position|auto-tilt_request_sensor|auto-tilt_set_drain_time|auto-tilt_set_name|auto-tilt_set_speed|auto-tilt_set_temperature|auto-tilt_set_waste_pump_off|auto-tilt_set_waste_pump_on|auto-tilt_switch_encoder|auto-tilt_switch_off_temperature_controller,send_command|set_angle|setup|stop|tilt_go_to_position|tilt_initial_offset|tilt_initialize|tilt_move_to_absolute_step_position|tilt_move_to_relative_step_position|tilt_port_clear_open_collector|tilt_port_set_open_collector|tilt_power_off|tilt_request_error|tilt_request_offset_between_light_barrier_and_init_position|tilt_request_sensor|tilt_set_drain_time|tilt_set_name|tilt_set_speed|tilt_set_temperature|tilt_set_waste_pump_off|tilt_set_waste_pump_on|tilt_switch_encoder|tilt_switch_off_temperature_controller,27,Uni-Lab-OS/community_drivers/hamilton_tilt_module_backend/info.txt
handle,handle,Handle驱动，支持write messages/bulkWrite/bulkRead/controlMsg/reset等16个操作。,实验执行&合成设备,实验执行&合成设备(experimental_step),16,auto-bulkRead|auto-bulkWrite|auto-components_connected|auto-controlMsg|auto-initialize_values|auto-input_pressed|auto-input_released|auto-input_rotation_left|auto-input_rotation_right|auto-input_slide_down|auto-input_slide_up|auto-layout_changed|auto-releaseInterface|auto-reset|auto-set_version_core|auto-write_messages,bulkRead|bulkWrite|components_connected|controlMsg|initialize_values|input_pressed|input_released|input_rotation_left|input_rotation_right|input_slide_down|input_slide_up|layout_changed|releaseInterface|reset|set_version_core|write_messages,32,Uni-Lab-OS/community_drivers/handle/info.txt
hardpotato__instrument,hardpotato__instrument,Communication interface for MethodSCRIPT instruments,emstat_pico,,8,auto-abort_and_sync|auto-load_mscript_from_flash|auto-readline|auto-readlines_until_end|auto-run_mscript_from_flash|auto-send_script|auto-write|auto-writelines,abort_and_sync|load_mscript_from_flash|readline|readlines_until_end|run_mscript_from_flash|send_script|write|writelines,15,Uni-Lab-OS/community_drivers/hardpotato__instrument/info.txt
hardpotato__serial,hardpotato__serial,CdcAcmSerialPort,serial,,0,,,9,Uni-Lab-OS/community_drivers/hardpotato__serial/info.txt
harvester,harvester,Harvester是由Open Source (GenICam)生产的实验执行&合成设备，主要功能包括停止、加载、启动、复位、成像、读取数据。,实验执行&合成设备,实验执行&合成设备(experimental_step),19,auto-add_cti_file|auto-add_file|auto-compose_message|auto-create|auto-create_image_acquirer|auto-cti_files|auto-device_info_list|auto-files|auto-has_revised_device_info_list|auto-image_acquirers|auto-remove_cti_file|auto-remove_cti_files|auto-remove_file|auto-remove_files|auto-reset|auto-timeout_for_update|auto-timer|auto-update|auto-update_device_info_list,add_cti_file|add_file|compose_message|create|create_image_acquirer|cti_files|device_info_list|files|has_revised_device_info_list|image_acquirers|remove_cti_file|remove_cti_files|remove_file|remove_files|reset|timeout_for_update|timer|update|update_device_info_list,231,Uni-Lab-OS/community_drivers/harvester/info.txt
hd_device,hd_device,Zurich Instruments HD Device是由Zurich Instruments生产的表征设备，主要功能包括加载、参数配置、启动、校准、绘图、触发。,表征设备,表征设备(experimental_step),49,auto-awg_dio_snapshot|auto-calibrate_dio_protocol|auto-configure_awg_file|auto-configure_awg_string|auto-connect_device|auto-connect_server|auto-dio_snapshot|auto-dio_testmode|auto-direct|auto-do_get_screenshot|auto-do_single_shot|auto-extclk|auto-features|auto-find|auto-finds|auto-get_channel_data|auto-getd|auto-geti|auto-getv|auto-idn|auto-is_averaging_complete|auto-load_settings|auto-mode|auto-off|auto-on|auto-onOffMultiple|auto-poll|auto-read_scope|auto-reconnect|auto-restart|auto-sampleclk|auto-set_average_count|auto-set_averaging|auto-set_channel_scale|auto-set_format_real|auto-set_maximum_rate|auto-set_time_scale|auto-set_trigger_coupling|auto-set_trigger_ext|auto-set_trigger_level|auto-set_trigger_mode|auto-set_trigger_slope|auto-set_trigger_src|auto-setd|auto-seti|auto-setv|auto-subs|auto-sync|auto-unsubs,awg_dio_snapshot|calibrate_dio_protocol|configure_awg_file|configure_awg_string|connect_device|connect_server|dio_snapshot|dio_testmode|direct|do_get_screenshot|do_single_shot|extclk|features|find|finds|get_channel_data|getd|geti|getv|idn|is_averaging_complete|load_settings|mode|off|on|onOffMultiple|poll|read_scope|reconnect|restart|sampleclk|set_average_count|set_averaging|set_channel_scale|set_format_real|set_maximum_rate|set_time_scale|set_trigger_coupling|set_trigger_ext|set_trigger_level|set_trigger_mode|set_trigger_slope|set_trigger_src|setd|seti|setv|subs|sync|unsubs,77,Uni-Lab-OS/community_drivers/hd_device/info.txt
hdawg,hdawg,Zurich Instruments HDAWG是由Zurich Instruments生产的专业实验设备。,表征设备,表征设备(experimental_step),11,auto-check_status|auto-compile_sequencer_program|auto-enable_qccs_mode|auto-enable_sequencer|auto-load_from_device|auto-load_sequencer_program|auto-load_validation_schema|auto-read_from_waveform_memory|auto-upload_to_device|auto-wait_done|auto-write_to_waveform_memory,check_status|compile_sequencer_program|enable_qccs_mode|enable_sequencer|load_from_device|load_sequencer_program|load_validation_schema|read_from_waveform_memory|upload_to_device|wait_done|write_to_waveform_memory,15,Uni-Lab-OS/community_drivers/hdawg/info.txt
hdf5_file_entry,hdf5_file_entry,Hdf5 File Entry是由HDF Group生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),3,auto-close|auto-fp|auto-open,close|fp|open,40,Uni-Lab-OS/community_drivers/hdf5_file_entry/info.txt
hdlc,hdlc,Hdlc是由Open Standard (HDLC)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),8,auto-collect|auto-encode|auto-encode_byte|auto-fcs16|auto-mkfcstab|auto-read|auto-valiter|auto-write,collect|encode|encode_byte|fcs16|mkfcstab|read|valiter|write,8,Uni-Lab-OS/community_drivers/hdlc/info.txt
heraeus_cytomat_backend,heraeus_cytomat_backend,Thermo Heraeus Cytomat 培养箱 培养箱 培养箱是由Thermo Fisher Scientific生产的微生物培养箱，主要功能包括传输、停止、关闭、初始化、加载、启动。,微生物培养箱,微生物培养箱(device_template_tag),16,auto-close_door|auto-deserialize|auto-fetch_plate_to_loading_tray|auto-get_temperature|auto-initialize|auto-open_door|auto-read_plate_detection_xfer|auto-serialize|auto-set_racks|auto-set_temperature|auto-setup|auto-start_shaking|auto-stop|auto-stop_shaking|auto-take_in_plate|auto-wait_for_transfer_station,close_door|deserialize|fetch_plate_to_loading_tray|get_temperature|initialize|open_door|read_plate_detection_xfer|serialize|set_racks|set_temperature|setup|start_shaking|stop|stop_shaking|take_in_plate|wait_for_transfer_station,21,Uni-Lab-OS/community_drivers/heraeus_cytomat_backend/info.txt
hp3325a,hp3325a,Hewlett-Packard Hp3325a是由Hewlett-Packard (Keysight)生产的表征设备，主要功能包括归零校准。,表征设备,表征设备(experimental_step),12,auto-amplitude|auto-amplitude_calibration|auto-amplitude_modulation|auto-assign_zero_phase|auto-frequency|auto-function|auto-high_voltage|auto-marker_frequency|auto-offset|auto-phase|auto-query|auto-query_error,amplitude|amplitude_calibration|amplitude_modulation|assign_zero_phase|frequency|function|high_voltage|marker_frequency|offset|phase|query|query_error,8,Uni-Lab-OS/community_drivers/hp3325a/info.txt
hp3456a,hp3456a,Hewlett-Packard Hp3456a是由Hewlett-Packard (Keysight)生产的专业实验设备。,表征设备,表征设备(experimental_step),23,auto-auto_range|auto-autozero|auto-count|auto-delay|auto-fetch|auto-filter|auto-input_range|auto-lower|auto-math_mode|auto-mean|auto-measure|auto-mode|auto-nplc|auto-number_of_digits|auto-number_of_readings|auto-r|auto-relative|auto-trigger|auto-trigger_mode|auto-upper|auto-variance|auto-y|auto-z,auto_range|autozero|count|delay|fetch|filter|input_range|lower|math_mode|mean|measure|mode|nplc|number_of_digits|number_of_readings|r|relative|trigger|trigger_mode|upper|variance|y|z,32,Uni-Lab-OS/community_drivers/hp3456a/info.txt
hp3488_a,hp3488_a,Hp3488 A是由Hewlett-Packard生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),6,auto-cards|auto-state|auto-switch|auto-switches|auto-view|auto-viewtext,cards|state|switch|switches|view|viewtext,11,Uni-Lab-OS/community_drivers/hp3488_a/info.txt
hp437_b,hp437_b,"Hp437 B是Hewlett-Packard提供的设备驱动，提供preset, discover, measure, message等15个控制接口。",实验执行&合成设备,实验执行&合成设备(experimental_step),15,auto-calibrate|auto-correctionfactor|auto-discover|auto-displayread|auto-key|auto-lin|auto-measure|auto-message|auto-preset|auto-rangeauto|auto-rangehold|auto-rangemanual|auto-statusmessage|auto-unitslog|auto-zero,calibrate|correctionfactor|discover|displayread|key|lin|measure|message|preset|rangeauto|rangehold|rangemanual|statusmessage|unitslog|zero,16,Uni-Lab-OS/community_drivers/hp437_b/info.txt
hp4395_a,hp4395_a,"Hp4395 A是Hewlett-Packard提供的设备驱动，提供trace, points, points, bandwidth等23个控制接口。",实验执行&合成设备,实验执行&合成设备(experimental_step),12,auto-attenuationa|auto-attenuationb|auto-attenuationr|auto-bandwidth|auto-form|auto-paramater|auto-points|auto-sourcepower|auto-start|auto-stop|auto-sweepformat|auto-trace,attenuationa|attenuationb|attenuationr|bandwidth|form|paramater|points|sourcepower|start|stop|sweepformat|trace,24,Uni-Lab-OS/community_drivers/hp4395_a/info.txt
hp59501_b,hp59501_b,Hp59501 B是由Hewlett-Packard生产的实验执行&合成设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,auto-set,set,2,Uni-Lab-OS/community_drivers/hp59501_b/info.txt
hp6624a,hp6624a,Hewlett-Packard Hp6624a是由Hewlett-Packard (Keysight)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),11,auto-channel|auto-channel_count|auto-clear|auto-current|auto-current_sense|auto-mode|auto-query|auto-reset|auto-sendcmd|auto-voltage|auto-voltage_sense,channel|channel_count|clear|current|current_sense|mode|query|reset|sendcmd|voltage|voltage_sense,11,Uni-Lab-OS/community_drivers/hp6624a/info.txt
hp6632b,hp6632b,Hewlett-Packard Hp6632b是由Hewlett-Packard (Keysight)生产的实验执行&合成设备，主要功能包括初始化、触发。,实验执行&合成设备,实验执行&合成设备(experimental_step),19,auto-abort_output_trigger|auto-check_error_queue|auto-current_sense_range|auto-current_trigger|auto-digital_data|auto-digital_function|auto-display_brightness|auto-display_contrast|auto-init_output_continuous|auto-init_output_trigger|auto-line_frequency|auto-output_dfi|auto-output_dfi_source|auto-output_protection_delay|auto-output_remote_inhibit|auto-sense_sweep_interval|auto-sense_sweep_points|auto-sense_window|auto-voltage_trigger,abort_output_trigger|check_error_queue|current_sense_range|current_trigger|digital_data|digital_function|display_brightness|display_contrast|init_output_continuous|init_output_trigger|line_frequency|output_dfi|output_dfi_source|output_protection_delay|output_remote_inhibit|sense_sweep_interval|sense_sweep_points|sense_window|voltage_trigger,10,Uni-Lab-OS/community_drivers/hp6632b/info.txt
hp6652a,hp6652a,Hewlett-Packard Hp6652a是由Hewlett-Packard (Keysight)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),11,auto-channel|auto-current|auto-display_text|auto-display_textmode|auto-mode|auto-name|auto-output|auto-overcurrent|auto-overvoltage|auto-reset|auto-voltage,channel|current|display_text|display_textmode|mode|name|output|overcurrent|overvoltage|reset|voltage,7,Uni-Lab-OS/community_drivers/hp6652a/info.txt
hp8116_a,hp8116_a,Hp8116 A是由Hewlett-Packard生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-amplitude|auto-frequency|auto-offset|auto-shape|auto-state,amplitude|frequency|offset|shape|state,12,Uni-Lab-OS/community_drivers/hp8116_a/info.txt
hp85645_a,hp85645_a,"Hp85645 A是Hewlett-Packard提供的设备驱动，提供OUTPut_COUPling, OUTPut_COUPling, frequency, frequency等8个控制接口。",实验执行&合成设备,实验执行&合成设备(experimental_step),4,auto-OUTPut_COUPling|auto-amplitude|auto-frequency|auto-output,OUTPut_COUPling|amplitude|frequency|output,9,Uni-Lab-OS/community_drivers/hp85645_a/info.txt
hp8657_a,hp8657_a,Hp8657 A是由Hewlett-Packard生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),4,auto-amplitude|auto-frequency|auto-modulation_basic|auto-output,amplitude|frequency|modulation_basic|output,9,Uni-Lab-OS/community_drivers/hp8657_a/info.txt
hp8714_es_wrapper,hp8714_es_wrapper,Hewlett-Packard Hp8714 Es Wrapper是由Hewlett-Packard (Keysight)生产的专业实验设备。,表征设备,表征设备(experimental_step),26,auto-amplitudeOffset|auto-amplitudeReference|auto-amplitudeScale|auto-autoset|auto-bandwidthResolution|auto-bandwidthSweepTime|auto-clear_buffers|auto-frequencyCenter|auto-frequencySpan|auto-frequencyStart|auto-frequencyStop|auto-markerFunction|auto-markerMeasure|auto-markerToggle|auto-markerTracking|auto-peakNext|auto-peakSearch|auto-peakSet|auto-powerAttenuation|auto-powerOutput|auto-powerToggle|auto-reset|auto-sweepMode|auto-sweepPoints|auto-traceAcquire|auto-traceSetup,amplitudeOffset|amplitudeReference|amplitudeScale|autoset|bandwidthResolution|bandwidthSweepTime|clear_buffers|frequencyCenter|frequencySpan|frequencyStart|frequencyStop|markerFunction|markerMeasure|markerToggle|markerTracking|peakNext|peakSearch|peakSet|powerAttenuation|powerOutput|powerToggle|reset|sweepMode|sweepPoints|traceAcquire|traceSetup,27,Uni-Lab-OS/community_drivers/hp8714_es_wrapper/info.txt
